,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
773,Productboard,0.06606606606606606,0.005230364752335215,0.02528159830326659,0.37253210657465974,0.002051901100558342,$1.70 ,2022/2/2,United States,Internet software & services,"['Index Ventures', ' Kleiner Perkins Caufield & Byers', ' Bessemer Venture Partners']",1.7,2022-02-02
774,Blockstream,0.003003003003003003,1.0021405517882358e-05,0.0005231306574523324,0.2712746427802002,0.00026416003195174793,$3.20 ,2021/8/24,Canada,Fintech,"['AME Cloud Ventures', ' Future Perfect Ventures', ' Blockchain Capital']",3.2,2021-08-24
775,Acko General Insurance,0.029029029029029027,0.0019573468667424673,0.006088364731177383,0.32345960418249575,0.0011181043415973352,$1.10 ,2021/10/18,India,Fintech,"['Intact Ventures', ' Munich Re Ventures', ' General Atlantic']",1.1,2021-10-18
776,Copado,0.04504504504504504,0.0035289107785289897,0.03281948602673985,0.3541839993027328,0.0014716906065379788,$1.20 ,2021/9/13,Spain,Data management & analytics,"['Insight Partners', ' Salesforce Ventures', ' Perpetual Investors']",1.2,2021-09-13
777,Bought By Many,0.003003003003003003,0.0,0.00029366681372498723,0.26856099180207216,0.00031359653744252687,$2.35 ,2021/6/1,United Kingdom,Fintech,"['Octopus Ventures', ' Munich Re Ventures', ' CommerzVentures']",2.35,2021-06-01
778,Einride,0.014014014014014014,0.0010197024470499233,0.0037784741089387543,0.3070584881488427,0.0008966512175096738,$1.44 ,2021/12/31,Sweden,Auto & transportation,"['Temasek', ' BUILD Capital Partners', ' Northzone Ventures']",1.44,2021-12-31
779,TradingView,0.08708708708708708,0.006748537073149776,0.07327402051828662,0.4061595634969311,0.0024141907223651678,$3.00 ,2021/10/14,United States,Fintech,"['Tiger Global Management', ' Insight Partners', ' Jump Capital']",3.0,2021-10-14
780,Contrast Security,0.03803803803803804,0.002003774356448541,0.013787644696195641,0.3500279940957907,0.0012461145207584177,$1.00 ,2021/11/9,United States,Cybersecurity,"['Acero Capital', ' General Catalyst', ' M12']",1.0,2021-11-09
781,Brex,0.028028028028028028,0.0009390165486549562,0.010825251797586347,0.35449578099225987,0.0010189770980038898,$12.30 ,2018/10/5,United States,Fintech,"['DST Global', ' Ribbit Capital', ' Greenoaks Capital Management']",12.3,2018-10-05
782,Loft,0.050050050050050046,0.0026016078767084477,0.024695749175211976,0.35590561838904744,0.0015366111803227231,$2.90 ,2020/1/3,Brazil,E-commerce & direct-to-consumer,"['Monashees+', ' Andreessen Horowitz', ' QED Investors']",2.9,2020-01-03
783,NoBroker,0.03003003003003003,0.0007394029937218975,0.008295420888021815,0.3313099195452136,0.0010811118458408922,$1.00 ,2021/11/23,India,Internet software & services,"['General Atlantic', ' Elevation Capital', ' BEENEXT']",1.0,2021-11-23
784,Pat McGrath Labs,0.004004004004004004,0.0,8.638476138238688e-05,0.23130798805698288,0.0004602382223620851,$1.00 ,2018/7/16,United States,Consumer & retail,"['One Luxury Group', ' Eurazeo']",1.0,2018-07-16
785,Impossible Foods,0.022022022022022022,0.0005951512238765011,0.005954539048275573,0.3243714919107589,0.0008158125417889259,$4.00 ,2019/5/13,United States,Consumer & retail,"['Khosla Ventures', ' Horizons Ventures', ' Temasek Holdings']",4.0,2019-05-13
786,MindMaze,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2016/1/28,Switzerland,Health,['Hinduja Group'],1.0,2016-01-28
787,Trader Interactive,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.63 ,2021/5/12,United States,Other,['Carsales'],1.63,2021-05-12
788,EQRx,0.023023023023023025,0.0,0.014574858476174984,0.3292781743313223,0.0007784270179360522,$1.23 ,2021/1/11,United States,Health,"['Nextech Invest', ' Casdin Capital', ' Google Ventures']",1.23,2021-01-11
789,Cgtz,0.007007007007007007,0.0,0.0011126662643096462,0.2753553553553553,0.000496325837632774,$2.41 ,2017/2/21,China,Fintech,"['Shunwei Capital Partners', ' China Media Group', ' Guangzhou Huiyin Aofeng Equity Investment Fund']",2.41,2017-02-21
790,Figment,0.004004004004004004,8.269024846928343e-05,3.8824058556807894e-05,0.2201187249014524,0.0005463321658407689,$1.40 ,2021/12/20,Canada,Internet software & services,"['Bonfire Ventures', ' Two Sigma Ventures', ' FJ Labs']",1.4,2021-12-20
791,Loadsmart,0.009009009009009009,0.0,0.0009641885430981427,0.28181050189447665,0.0005156383422190743,$1.30 ,2022/2/1,United States,"Supply chain, logistics, & delivery","['Chromo Invest', ' Maersk Growth', ' BlackRock']",1.3,2022-02-01
792,Juma Peisong,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.45 ,2018/11/26,China,"Supply chain, logistics, & delivery","['Ding Xiang Capital', ' New Hope Fund', ' Sino-Ocean Capital']",1.45,2018-11-26
793,Bunq,0.001001001001001001,0.0,6.89850575490983e-50,0.001001001001001001,0.001082837033026526,$2.00 ,2021/6/18,Netherlands,Fintech,['Undisclosed'],2.0,2021-06-18
794,Wildlife Studios,0.029029029029029027,0.001162892763652409,0.0099837660260546,0.3384094178211825,0.0010402870343918394,$3.00 ,2019/12/5,Brazil,Other,"['Benchmark', ' Bessemer Venture Partners']",3.0,2019-12-05
795,HomeLight,0.017017017017017015,0.0008736008553286612,0.003091367236869459,0.3001917310527076,0.0008751390394409115,$1.60 ,2021/9/2,United States,Fintech,"['Zeev Ventures', ' Menlo Ventures', 'Crosslink Capital']",1.6,2021-09-02
796,Tongdun Technology,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.32 ,2019/4/25,China,Cybersecurity,"['Advantech Capital', ' Temasek Holdings Ltd.', ' Tiantu Capital Co.']",1.32,2019-04-25
797,The Bank of London,0.001001001001001001,0.0,2.54389234877685e-05,0.19995392612075827,0.0004237885530356891,$1.10 ,2021/11/30,United Kingdom,Fintech,"['Mangrove Capital Partners', '14W. ForgeLight']",1.1,2021-11-30
798,HuJiang,0.004004004004004004,0.0,0.00013060627207629012,0.24675686716127893,0.00036279675411172513,$1.00 ,2015/10/29,China,Edtech,"['China Minsheng Investment', ' Baidu', ' Wanxin Media']",1.0,2015-10-29
799,Qonto,0.036036036036036036,0.0071576720519400654,0.005972166299515468,0.3243714919107589,0.0015309515543424977,$5.00 ,2022/1/11,France,Fintech,"['Alven Capital', ' Valar Ventures', ' Tencent Holdings']",5.0,2022-01-11
800,Newlink Group,0.002002002002002002,2.6376142225638083e-05,0.0001389742130012324,0.24172101272941607,0.00027110491795165846,$1.00 ,2020/7/10,China,E-commerce & direct-to-consumer,"['JOY Capital', ' NIO Capital', ' Blueflame Capital']",1.0,2020-07-10
801,Hello TransTech,0.014014014014014014,0.00043391999350673126,0.0015245820873522437,0.30154040225174633,0.0007533790741211298,$5.00 ,2018/6/1,China,Auto & transportation,"['Ant Financial Services Group', ' GGV Capital']",5.0,2018-06-01
802,MobiKwik,0.025025025025025023,0.0,0.011655810931584428,0.31834561834561836,0.0008505076934799714,$1.00 ,2021/10/13,India,Fintech,"['Sequoia Capital India', ' The Times Group', ' GMO VenturePartners']",1.0,2021-10-13
803,CFGI,0.003003003003003003,0.0,2.1717694316611264e-06,0.19610772203905877,0.0007277207948513475,$1.85 ,2021/9/15,United States,Fintech,"['The Carlyle Group', ' CVC Capital Partners']",1.85,2021-09-15
804,People.ai,0.050050050050050046,0.0070871524895685205,0.010249803978176082,0.3651017291089821,0.0018453479763840231,$1.10 ,2021/8/11,United States,Internet software & services,"['GGV Capital', ' Lightspeed Venture Partners', ' ICONIQ Capital']",1.1,2021-08-11
805,XtalPi,0.06606606606606606,0.0017124500413527595,0.010885399665303377,0.33699347883448305,0.002024335542259842,$2.00 ,2021/8/11,China,Artificial intelligence,"['Tencent Holdings', ' 5Y Capital', ' Sequoia Capital China']",2.0,2021-08-11
806,Cato Networks,0.015015015015015015,0.002817763684010649,0.005403604508463662,0.32941284843125335,0.0006916832049576232,$2.50 ,2020/11/17,Israel,Cybersecurity,"['Aspect Ventures', ' SingTel Innov8', ' Greylock Partners']",2.5,2020-11-17
807,Contentful,0.08308308308308308,0.014716568869601692,0.05843763862604994,0.3936531839757646,0.0024913343878524598,$3.00 ,2021/7/28,Germany,Internet software & services,"['Balderton Capital', ' General Catalyst', ' Tiger Global Management']",3.0,2021-07-28
808,Anchorage Digital,0.043043043043043044,0.0010591498433107098,0.02389481436643289,0.35622043981177104,0.0012756486978385863,$3.00 ,2021/12/15,United States,Fintech,"['Andreessen Horowitz', ' Blockchain Capital', ' Lux Capital']",3.0,2021-12-15
809,Afiniti,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.60 ,2017/4/14,Bermuda,Artificial intelligence,['GAM Holding'],1.6,2017-04-14
810,MEGVII,0.002002002002002002,4.730411677777338e-06,0.00019974162987810513,0.2526394022629907,0.00023467933871723645,$4.00 ,2017/10/31,China,Artificial intelligence,"['Ant Financial Services Group', ' Russia-China Investment Fund', ' Foxconn Technology Company']",4.0,2017-10-31
811,Pony.ai,0.06706706706706707,0.002616020491495039,0.011830140788600726,0.35232476571059246,0.002069408379026437,$5.30 ,2018/7/11,United States,Artificial intelligence,"['Sequoia Capital China', ' IDG Capital', ' DCM Ventures']",5.3,2018-07-11
812,Thought Machine,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2021/11/29,United Kingdom,Fintech,"['British Patient Capital', ' SEB Venture Capital', ' IQ Capital']",1.0,2021-11-29
813,Redwood Materials,0.001001001001001001,0.0,6.89850575490983e-50,0.001001001001001001,0.001082837033026526,$3.70 ,2021/7/28,United States,Other,"['Breakthrough Energy Ventures', ' Capricorn Investment Group', ' Valor Equity Partners']",3.7,2021-07-28
814,Clip,0.05305305305305305,0.0015467189209946212,0.016714969842170666,0.3549644840962602,0.0016175212467843092,$2.00 ,2021/6/10,Mexico,Fintech,"['Alta Ventures Mexico', ' General Atlantic', ' SoftBank Group']",2.0,2021-06-10
815,Innovaccer,0.035035035035035036,0.002631185736665166,0.0081061264379445,0.3414219645673651,0.0013150759477680888,$3.20 ,2021/2/19,United States,Health,"['M12', ' WestBridge Capital', ' Lightspeed Venture Partners']",3.2,2021-02-19
816,Iterable,0.037037037037037035,0.0022442061552173076,0.020000881168247175,0.3433139021374315,0.0013025355262833384,$2.00 ,2021/6/15,United States,Internet software & services,"['CRV', ' Blue Cloud Ventures', ' Index Ventures']",2.0,2021-06-15
817,CloudBees,0.035035035035035036,0.0011006004337618257,0.008789601060372096,0.3492690435448458,0.0012070517562240324,$1.15 ,2021/12/9,United States,Data management & analytics,"['Matrix Partners', ' Lightspeed Venture Partners', ' Verizon Ventures']",1.15,2021-12-09
818,Indigo Ag,0.002002002002002002,0.0,0.0007806688884271761,0.26192338680143556,0.00028208500935403416,$3.50 ,2017/9/26,United States,Artificial intelligence,"['Activant Capital Group', ' Alaska Permanent Fund', ' Baillie Gifford & Co.']",3.5,2017-09-26
819,Aledade,0.009009009009009009,0.001797388570935665,0.001938172710870193,0.29643519117203326,0.0006044393913858895,$1.90 ,2021/1/19,United States,Health,"['Venrock', ' CVF Capital Partners', ' ARCH Venture Partners']",1.9,2021-01-19
820,Papaya Global,0.05905905905905906,0.002878516207421952,0.03585433370876908,0.3670986392043821,0.0017777622320326318,$3.70 ,2021/3/4,United States,Internet software & services,"['Bessemer Venture Partners', ' Insight Partners', ' New Era Ventures']",3.7,2021-03-04
821,Age of Learning,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$3.00 ,2016/5/3,United States,Edtech,['Iconiq Capital'],3.0,2016-05-03
822,WeBull,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2021/2/18,China,Fintech,"['Bojiang Capital', ' Hongdao Capital', ' Mobai Capital']",1.0,2021-02-18
823,Licious,0.002002002002002002,1.2507434121180423e-05,0.00021730480336244163,0.24222989907200432,0.0002534019178634818,$1.00 ,2021/10/5,India,E-commerce & direct-to-consumer,"['3one4 Capital Partners', ' Bertelsmann India Investments', ' Vertex Ventures SE Asia']",1.0,2021-10-05
824,OpenSea,0.04504504504504504,0.0007143839510778249,0.024528763131056407,0.35356207832063846,0.0013233868529225533,$13.30 ,2021/7/20,United States,E-commerce & direct-to-consumer,"['Andreessen Horowitz', ' Thirty Five Ventures', ' Sound Ventures']",13.3,2021-07-20
825,AppDirect,0.003003003003003003,0.0,0.0003416250124396956,0.26450391277977486,0.0002866018565098249,$1.10 ,2015/10/7,United States,E-commerce & direct-to-consumer,"['Mithril', ' iNovia Capital', ' Foundry Group']",1.1,2015-10-07
826,Clearco,0.008008008008008008,0.0010934342533892509,0.0007490378459589031,0.27191573747954567,0.0009308980618628846,$2.00 ,2021/4/20,Canada,Fintech,"['Highland Capital Partners', ' Oak HC/FT Partners', ' Emergence Capital Partners']",2.0,2021-04-20
827,Canva,0.05305305305305305,0.0034374821568061566,0.01058209096240695,0.3473110885788764,0.0016199020630972092,$40.00 ,2018/1/8,Australia,Internet software & services,"['Sequoia Capital China', ' Blackbird Ventures', ' Matrix Partners']",40.0,2018-01-08
828,Mythical Games,0.002002002002002002,0.0,0.0002457674857404225,0.24705963632344002,0.0003341404583439544,$1.25 ,2021/11/4,United States,Internet software & services,"['Javelin Venture Partners', ' Struck Capital', ' Alumni Ventures Group']",1.25,2021-11-04
829,MyGlamm,0.02102102102102102,0.0001434027950633456,0.004555651935031793,0.31684280661463976,0.0008217045594537952,$1.20 ,2021/11/10,India,E-commerce & direct-to-consumer,"[""L'Occitane"", ' Trifecta Capital', ' Bessemer Venture Partners']",1.2,2021-11-10
830,Leap Motor,0.04504504504504504,0.0,0.00831822369303355,0.32371961994148485,0.001348856867193774,$1.01 ,2018/11/20,China,Auto & transportation,"['Sequoia Capital China', ' Gopher Asset Management', ' Shanghai Electric Group']",1.01,2018-11-20
831,BeiBei,0.003003003003003003,0.001798057242279019,0.0001523643562811318,0.23878280889843298,0.0005218304302969069,$1.00 ,2015/1/22,China,E-commerce & direct-to-consumer,"['Banyan Capital', ' New Horizon Capital', ' IDG Capital Partners']",1.0,2015-01-22
832,Hinge Health,0.06606606606606606,0.005605863227475521,0.04152050730933136,0.386660784644462,0.0019432585083060678,$6.20 ,2021/1/6,United States,Health,"['Atomico', ' Insight Partners', ' Coatue Management']",6.2,2021-01-06
833,Melio,0.06406406406406406,0.0022441549015402907,0.09908961082297431,0.3642760806939911,0.0017197142990077903,$4.00 ,2021/1/25,Israel,Fintech,"['Accel', ' Aleph', ' American Express Ventures']",4.0,2021-01-25
834,Ankorstore,0.014014014014014014,0.0005672717709169701,0.002946263709283058,0.2980808343502644,0.0008416786558496709,$2.26 ,2022/1/10,France,E-commerce & direct-to-consumer,"['Global Founders Capital', ' Aglae Ventures', ' Alven Capital']",2.26,2022-01-10
835,Rothy's,0.03203203203203203,0.0010032656957014818,0.009352738179662751,0.34069983689273026,0.001089189549069051,$1.00 ,2021/12/21,United States,Consumer & retail,"['Alpargatas', ' GS Growth', ' Lightspeed Venture Partners']",1.0,2021-12-21
836,You & Mr Jones,0.001001001001001001,0.0,6.89850575490983e-50,0.001001001001001001,0.001082837033026526,$1.30 ,2019/11/19,United States,Other,['Undisclosed'],1.3,2019-11-19
837,Discord,0.04904904904904905,0.009512171295734199,0.014728820142373967,0.3746113555415881,0.001561267715010009,$7.00 ,2018/4/20,United States,Internet software & services,"['Benchmark', ' Greylock Partners', ' Tencent Holdings']",7.0,2018-04-20
838,Current,0.013013013013013013,0.0003148314721284898,0.0024328420084531654,0.29469974914541325,0.000672764268499945,$2.20 ,2021/4/27,United States,Fintech,"['Expa', ' QED Investors', ' Foundation Capital']",2.2,2021-04-27
839,At-Bay,0.04804804804804805,0.005081612240512452,0.011656278018034776,0.3611723831454773,0.0016576028034360052,$1.35 ,2021/7/27,United States,Fintech,"['Lightspeed Venture Partners', ' Khosla Ventures', ' Munich Re Ventures']",1.35,2021-07-27
840,Assent Compliance,0.012012012012012012,0.001797388570935665,0.001605525460471166,0.293304593741593,0.0007939695581754654,$1.00 ,2022/1/6,Canada,"Supply chain, logistics, & delivery","['Vista Equity Partners', ' Warburg Pincus', ' First Ascent Ventures']",1.0,2022-01-06
841,Zenoti,0.10810810810810811,0.006948289845473718,0.134551225840167,0.4063644875955673,0.0027831853414347365,$1.50 ,2020/12/15,United States,Internet software & services,"['Norwest Venture Partners', ' Accel', ' Tiger Global Management']",1.5,2020-12-15
842,SWORD Health,0.031031031031031032,0.0005270783126881625,0.007056780617629498,0.3300878747600059,0.0010883680640155968,$2.00 ,2021/11/22,United States,Health,"['Khosla Ventures', ' Green Innovations', ' Founders Fund']",2.0,2021-11-22
843,SmartHR,0.002002002002002002,0.0,0.0008397747542739431,0.2700920236131504,0.00021814917593766933,$1.60 ,2021/6/8,Japan,Fintech,"['BEENEXT', ' World Innovation Lab', ' Light Street Capital']",1.6,2021-06-08
844,Sisense,0.014014014014014014,4.025298357847564e-05,0.0035391732710338968,0.30741008183756274,0.0006224585409717237,$1.10 ,2020/1/9,United States,Data management & analytics,"['Opus Capital', ' Genesis Partners', ' Battery Ventures']",1.1,2020-01-09
845,YITU Technology,0.04604604604604605,0.0031371406274744457,0.00832064481077285,0.3239800540685496,0.0014948429215544301,$2.17 ,2018/3/8,China,Artificial intelligence,"['Sequoia Capital China', ' Banyan Capital']",2.17,2018-03-08
846,Zhuan Zhuan,0.028028028028028028,3.1389761291721476e-05,0.004349077319304329,0.3116928848352997,0.0009729215597127167,$1.00 ,2017/4/18,China,E-commerce & direct-to-consumer,"['58.com', ' Tencent Holdings']",1.0,2017-04-18
847,Lalamove,0.008008008008008008,3.083021275068821e-05,0.0012668509253445405,0.2788831074842155,0.0005280556020320063,$10.00 ,2019/2/21,Hong Kong,"Supply chain, logistics, & delivery","['MindWorks Ventures', ' Shunwei Capital Partners', ' Xiang He Capital']",10.0,2019-02-21
848,Yanolja,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2019/6/10,South Korea,Travel,"['SBI Investment Korea', ' Partners Investment', ' GIC']",1.0,2019-06-10
849,Meizu Technology,0.009009009009009009,0.0,0.0002087311307554122,0.25431462406517663,0.0007643115862046575,$4.58 ,2014/7/23,China,Hardware,"['Telling Telecommunication Holding Co.', ' Alibaba Group']",4.58,2014-07-23
850,Yijiupi,0.03203203203203203,0.0022824585279726064,0.004528051438802824,0.3138793509019542,0.001270027105429269,$1.50 ,2018/9/20,China,Consumer & retail,"['Source Code Capital', ' Meituan Dianping', ' Tencent Holdings']",1.5,2018-09-20
851,Stash,0.008008008008008008,0.0005857280802802832,0.00021208860508142957,0.26891967092300983,0.0007122855482364137,$1.40 ,2021/2/3,United States,Fintech,"['Goodwater Capital', ' Entree Capital', ' Valar Ventures']",1.4,2021-02-03
852,Ramp Financial,0.025025025025025023,0.001423072758430528,0.007227186841081232,0.3444886289197666,0.0009530840155128066,$3.90 ,2021/3/29,United States,Fintech,"['D1 Capital Partners', ' Stripe', ' Coatue Management']",3.9,2021-03-29
853,Upgrade,0.013013013013013013,0.0006277488695121537,0.00490725104950755,0.3133908227293441,0.0006644961037774232,$6.28 ,2018/2/12,United States,Fintech,"['Union Square Ventures', ' Ribbit Capital', ' VY Capital']",6.28,2018-02-12
854,OVO Energy,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.28 ,2019/2/14,United Kingdom,Other,"['Mitsubishi Corporation', ' Mayfair Equity Partners']",1.28,2019-02-14
855,STORD,0.015015015015015015,0.0,0.0027878654997422207,0.30752745873020787,0.0006304475489805193,$1.13 ,2021/9/13,United States,"Supply chain, logistics, & delivery","['Dynamo VC', ' Susa Ventures', ' Founders Fund']",1.13,2021-09-13
856,Pipa Coding,0.012012012012012012,0.0005061818394749583,0.0011419369199688518,0.28520340453768217,0.0006191647981101344,$1.20 ,2021/3/25,China,Edtech,"['Source Code Capital', ' XVC Venture Capital', ' Hillhouse Capital Management']",1.2,2021-03-25
857,Spring Health,0.002002002002002002,0.0,9.80983752732495e-06,0.1998546934030805,0.00048399793513951477,$2.00 ,2021/9/16,United States,Health,"['Rethink Impact', ' Work-Bench', ' RRE Ventures']",2.0,2021-09-16
858,Mynt,0.05105105105105105,0.006755699207777896,0.033727095832675365,0.3703054778916848,0.0016363656241538966,$2.00 ,2021/10/28,Philippines,Fintech,"['Insight Partners', ' Warburg Pincus', ' Ayala Corporation']",2.0,2021-10-28
859,Ximalaya FM,0.003003003003003003,0.00016696844105527323,6.062118985513696e-05,0.23963535091175675,0.00040111338973890844,$1.52 ,2017/9/22,China,Mobile & telecommunications,"['China Creation Ventures', ' Sierra Ventures', ' Xingwang Investment Management']",1.52,2017-09-22
860,Back Market,0.007007007007007007,0.0005287527368430841,0.0004471477916521762,0.26337946841543963,0.0006158983674773443,$5.70 ,2021/5/18,France,E-commerce & direct-to-consumer,"['Aglae Ventures', ' Eurazeo', ' Daphni']",5.7,2021-05-18
861,Unisound,0.022022022022022022,0.0022323127869143876,0.006937860340737584,0.32165112396741785,0.0009805787470898626,$1.19 ,2018/7/19,China,Artificial intelligence,"['Qiming Venture Partners', ' China Internet Investment Fund', ' Qualcomm Ventures']",1.19,2018-07-19
862,Qingting FM,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.10 ,2021/6/2,China,Internet software & services,"['China Culture Industrial Investment Fund', ' We Capital', ' China Minsheng Investment Group']",1.1,2021-06-02
863,Coocaa,0.031031031031031032,0.0019757952698567813,0.004276295286880179,0.31205517799861077,0.0011870573074482704,$1.45 ,2018/3/16,China,Hardware,"['Baidu', ' Tencent Holdings']",1.45,2018-03-16
864,Scalable Capital,0.01001001001001001,2.5289707621220027e-05,0.0010579832584620846,0.2819091405020701,0.0005479824094578563,$1.40 ,2021/6/8,Germany,Fintech,"['BlackRock', ' Tengelmann Ventures', ' Holtzbrinck Ventures']",1.4,2021-06-08
865,Shift Technology,0.05305305305305305,0.001855034639455056,0.025773718961347326,0.3637824816686605,0.0015940202139243667,$1.00 ,2021/5/5,France,Artificial intelligence,"['Griffin Gaming Partners', ' Andreessen Horowitz', ' Battery Ventures']",1.0,2021-05-05
866,Seismic,0.058058058058058054,0.004871417690592971,0.01439688675541113,0.3651017291089821,0.0018321677972928695,$3.00 ,2018/12/18,United States,Internet software & services,"['Jackson Square Ventures', ' General Atlantic', ' Lightspeed Venture Partners']",3.0,2018-12-18
867,XiaoZhu,0.005005005005005005,0.000327315571672551,0.00026033416709729876,0.27054565482513077,0.00047893243587898205,$1.50 ,2017/11/1,China,Travel,"['Morningside Ventures', ' Capital Today', ' JOY Capital']",1.5,2017-11-01
868,Rightway,0.07707707707707707,0.0067271342399151625,0.05353460679572226,0.3915480867352525,0.0021844954490612347,$1.10 ,2021/3/30,United States,Health,"['Thrive Capital', ' Khosla Ventures', ' Tiger Global Management']",1.1,2021-03-30
869,Howden Group Holdings,0.026026026026026026,0.0,0.0058913536878755,0.32088223681849176,0.0009135889544344164,$5.00 ,2020/9/29,United Kingdom,Other,"['General Atlantic', ' 3i Group', ' Huagai Capital']",5.0,2020-09-29
870,Sendbird,0.06306306306306306,0.0023942617682716264,0.062474955634278254,0.38371339419457573,0.0017037922098292757,$1.05 ,2021/4/6,United States,Mobile & telecommunications,"['FundersClub', ' Y Combinator', ' Tiger Global Management']",1.05,2021-04-06
871,Greensill,0.05305305305305305,0.0015467189209946212,0.016714969842170666,0.3549644840962602,0.0016175212467843092,$4.00 ,2018/7/16,United Kingdom,Fintech,"['SoftBank Group', ' General Atlantic']",4.0,2018-07-16
872,Clio,0.012012012012012012,0.00021419740818618053,0.007600274555056946,0.29277150651196454,0.0005853933799123904,$1.60 ,2021/4/27,Canada,Internet software & services,"['OMERS Private Equity', ' T. Rowe Price', ' Technology Crossover Ventures']",1.6,2021-04-27
873,OVH,0.008008008008008008,0.0,0.0011595751673627818,0.2854055331022021,0.0005360118935378441,$1.10 ,2016/8/15,France,Other,"['KKR', ' TowerBrook Capital Partners']",1.1,2016-08-15
874,Enpal,0.017017017017017015,0.0009745214188280858,0.003608714381064374,0.31436940453333895,0.0008167242346870147,$1.10 ,2021/10/18,Germany,Internet software & services,"['HV Capital', ' Softbank Group', ' BlackRock']",1.1,2021-10-18
875,Apeel Sciences,0.04604604604604605,0.0020813043884610515,0.024620716660506147,0.3614965953386061,0.0013910865651155142,$2.00 ,2020/5/26,United States,Other,"['Upfront Ventures', ' Tao Capital Partners', ' Andreessen Horowitz']",2.0,2020-05-26
876,ActiveCampaign,0.05205205205205205,0.0033219182356771936,0.048469841400138346,0.3697954152499607,0.0015709441305296436,$3.00 ,2021/4/21,United States,Internet software & services,"['Silversmith Capital Partners', ' Susquehanna Growth Equity', ' Tiger Global Management']",3.0,2021-04-21
877,Axiom Space,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2021/2/16,United States,Other,"['C5 Capital', ' Hemisphere Ventures', ' The Venture Collective']",1.0,2021-02-16
878,Chehaoduo,0.04504504504504504,0.0,0.00831822369303355,0.32371961994148485,0.001348856867193774,$9.00 ,2016/3/12,China,E-commerce & direct-to-consumer,"['Sequoia Capital China', ' GX Capital']",9.0,2016-03-12
879,VTS,0.004004004004004004,0.0018200863612338278,7.038197601959718e-05,0.24237568896010062,0.0005786035501279455,$1.00 ,2019/5/7,United States,Internet software & services,"['Trinity Ventures', ' Fifth Wall Ventures', ' OpenView Venture Partners']",1.0,2019-05-07
880,L&P Cosmetic,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.19 ,2016/1/1,South Korea,Consumer & retail,['CDIB Capital'],1.19,2016-01-01
881,Epic Games,0.03403403403403403,0.0011672287938886078,0.005105626143897473,0.3131471284659465,0.0013121699454724189,$42.00 ,2018/10/26,United States,Other,"['Tencent Holdings', ' KKR', ' Smash Ventures']",42.0,2018-10-26
882,M1 Finance,0.009009009009009009,0.00032400955519550697,0.002384704545901275,0.29896600386578115,0.0005593075560294425,$1.45 ,2021/7/14,United States,Fintech,"['Left Lane Capital', ' Clocktower Technology Ventures', ' Jump Capital']",1.45,2021-07-14
883,Instacart,0.037037037037037035,0.0011816061339817922,0.010117995468609298,0.3482120252548268,0.0012194046315845458,$39.00 ,2014/12/30,United States,"Supply chain, logistics, & delivery","['Khosla Ventures', ' Kleiner Perkins Caufield & Byers', ' Collaborative Fund']",39.0,2014-12-30
884,Epidemic Sound,0.007007007007007007,0.001797388570935665,0.0008012593471304137,0.2672244241587307,0.0006194926029860434,$1.40 ,2021/3/11,Sweden,Internet software & services,"['EQT Partners', ' Blackstone']",1.4,2021-03-11
885,Yotpo,0.023023023023023025,0.00041023037430650065,0.0052563819278999575,0.3245021814723668,0.0008937774788830071,$1.40 ,2021/3/18,United States,Internet software & services,"['Bessemer Venture Partners', ' Vintage Investment Partners', ' Blumberg Capital']",1.4,2021-03-18
886,ServiceTitan,0.03903903903903904,0.002630066718039032,0.008152751252521968,0.3424381013666728,0.0015231248153482883,$9.50 ,2018/11/14,United States,Internet software & services,"['Bessemer Venture Partners', ' ICONIQ Capital', ' Battery Ventures']",9.5,2018-11-14
887,Aura,0.04204204204204204,0.002906129834098982,0.014200445416782765,0.3573267144695716,0.0014391068201771817,$2.50 ,2021/6/9,United States,Cybersecurity,"['Warburg Pincus', ' General Catalyst']",2.5,2021-06-09
888,Skydance Media,0.02702702702702703,0.0,0.004213615669558715,0.3103716433196202,0.0009449145543388623,$2.30 ,2020/2/11,United States,Other,"['RedBird Capital Partners', ' CJ ENM', ' Tencent Holdings']",2.3,2020-02-11
